,score,content,label,cleaned_content,content_stopWord,stemmed_content
327,5,"puas banget pake aplikasi grab, apalagi ditempat saya tinggal nggak ada angkutan ,jadi seru banget ,senang sekali ada aplikasi grab ini",positif,puas banget pake aplikasi grab apalagi ditempat saya tinggal nggak ada angkutan jadi seru banget senang sekali ada aplikasi grab ini,puas banget pake aplikasi grab ditempat tinggal nggak angkutan seru banget senang aplikasi grab,puas banget pake aplikasi grab tempat tinggal nggak angkut seru banget senang aplikasi grab
328,1,"Makin mahal aja,apalagi grab foodnya,haduh ampun ampunan dah,dah harganya mahal,ongkirnya pun mahal,kena biaya ini itu lagi,mending beli ke warungnya langsung ,jauh beud harganya",negatif,makin mahal ajaapalagi grab foodnyahaduh ampun ampunan dahdah harganya mahalongkirnya pun mahalkena biaya ini itu lagimending beli ke warungnya langsung jauh beud harganya,mahal ajaapalagi grab foodnyahaduh ampun ampunan dahdah harganya mahalongkirnya mahalkena biaya lagimending beli warungnya langsung beud harganya,mahal ajaapalagi grab foodnyahaduh ampun ampun dahdah harga mahalongkirnya mahalkena biaya lagimending beli warung langsung beud harga
329,2,Tolong untuk pengemudi Grabnya kalau mau jemput penumpang tolong di lihat ya MAPnya PETAnya. Rata² grab car yang saya pesan pada buta MAP/PETA,negatif,tolong untuk pengemudi grabnya kalau mau jemput penumpang tolong di lihat ya mapnya petanya rata grab car yang saya pesan pada buta mappeta,tolong pengemudi grabnya jemput penumpang tolong lihat ya mapnya petanya grab car pesan buta mappeta,tolong kemudi grabnya jemput tumpang tolong lihat ya map peta grab car pesan buta mappeta
330,2,"Makin kesini makin banyak pengemudi yang kendaraannya tidak sesuai aplikasi. Tolong diperketat lagi grab, saya sudah bayar loh untuk jasanya, semua orang pun begitu, saya kecewa sekali",negatif,makin kesini makin banyak pengemudi yang kendaraannya tidak sesuai aplikasi tolong diperketat lagi grab saya sudah bayar loh untuk jasanya semua orang pun begitu saya kecewa sekali,kesini pengemudi kendaraannya sesuai aplikasi tolong diperketat grab bayar loh jasanya orang kecewa,kesini kemudi kendara sesuai aplikasi tolong ketat grab bayar loh jasa orang kecewa
331,2,"kenapa selalu lama sih pengiriman untuk grabfoodnya, sudah 3 jam nungguin pdhl bukan pake opsi pengiriman yang hemat, diperbaiki dong grabbbbbb",negatif,kenapa selalu lama sih pengiriman untuk grabfoodnya sudah jam nungguin pdhl bukan pake opsi pengiriman yang hemat diperbaiki dong grabbbbbb,sih pengiriman grabfoodnya jam nungguin pdhl pake opsi pengiriman hemat diperbaiki grabbbbbb,sih kirim grabfoodnya jam nungguin pdhl pake opsi kirim hemat baik grabbbbbb
332,1,"mau laporan pesan yg ga lengkap, tapi cmn dibalas ama pesan otomatis, di suru foto struk sedangkan struknyapun ga dikasih, tolonglah grab updt biar bisa cht sma admin oangsung, jngn pake oesan otomatis, bikin susah",negatif,mau laporan pesan yg ga lengkap tapi cmn dibalas ama pesan otomatis di suru foto struk sedangkan struknyapun ga dikasih tolonglah grab updt biar bisa cht sma admin oangsung jngn pake oesan otomatis bikin susah,laporan pesan yg ga lengkap cmn dibalas ama pesan otomatis suru foto struk struknyapun ga dikasih tolonglah grab updt biar cht sma admin oangsung jngn pake oesan otomatis bikin susah,lapor pesan yg ga lengkap cmn balas ama pesan otomatis suru foto struk struknyapun ga kasih tolong grab updt biar cht sma admin oangsung jngn pake oesan otomatis bikin susah
333,5,"alhamdulilah, dengan adanya grab ini bisa membantu pekerjaan saya, kalau bisa biayanya di buat lebih murah lagi supaya anak2 sekolah tidak terlalu keberatan",positif,alhamdulilah dengan adanya grab ini bisa membantu pekerjaan saya kalau bisa biayanya di buat lebih murah lagi supaya anak sekolah tidak terlalu keberatan,alhamdulilah grab membantu pekerjaan biayanya murah anak sekolah keberatan,alhamdulilah grab bantu kerja biaya murah anak sekolah berat
334,1,"Tolong diperbaiki bagian superbank, karena setiap mau Selfi selalu keluar terus aplikasi terkadang gak, tolong 🙏",negatif,tolong diperbaiki bagian superbank karena setiap mau selfi selalu keluar terus aplikasi terkadang gak tolong,tolong diperbaiki superbank selfi aplikasi terkadang gak tolong,tolong baik superbank selfi aplikasi terkadang gak tolong
335,2,"Kenapa fitur ekspress menyertakan berat per kg, kalau brang ga ada sampai per kg ttp bayar per kg gitu berasa tidak adil bagi customer. Harusnya fitur ya isi sesuai yg sudah di timbang atau kasih opsi lain jadi kan memudahkan. Mohon di perbaiki terimakasih 🙏",negatif,kenapa fitur ekspress menyertakan berat per kg kalau brang ga ada sampai per kg ttp bayar per kg gitu berasa tidak adil bagi customer harusnya fitur ya isi sesuai yg sudah di timbang atau kasih opsi lain jadi kan memudahkan mohon di perbaiki terimakasih,fitur ekspress menyertakan berat kg brang ga kg ttp bayar kg gitu berasa adil customer fitur ya isi sesuai yg timbang kasih opsi memudahkan mohon perbaiki terimakasih,fitur ekspress serta berat kg brang ga kg ttp bayar kg gitu asa adil customer fitur ya isi sesuai yg timbang kasih opsi mudah mohon baik terimakasih
336,1,"Aplikasi sampah. Dulu baik 2 aja tpi ini Baru unduh lgi, daftar udah disuruh bayar. Lelet. mana lola lagi. Bayar apa woy orang ga ada mesen apa2. Aneh dah ga berguna aplikasi ini. Aneh. Sampah",negatif,aplikasi sampah dulu baik aja tpi ini baru unduh lgi daftar udah disuruh bayar lelet mana lola lagi bayar apa woy orang ga ada mesen apa aneh dah ga berguna aplikasi ini aneh sampah,aplikasi sampah aja tpi unduh lgi daftar udah disuruh bayar lelet lola bayar woy orang ga mesen aneh dah ga berguna aplikasi aneh sampah,aplikasi sampah aja tpi unduh lgi daftar udah suruh bayar lelet lola bayar woy orang ga mesen aneh dah ga guna aplikasi aneh sampah
337,5,"Kalau bisa utk kolom penilaian makanan bisa foto makanan yg diterima customer. Supaya pembeli yg lain bisa tau, kira2 makanan tu aslinya yg dikirim seperti apa. Krn sering bgt foto makanan bukan real foto dari tempat makan, hanya foto ilustrasi.",positif,kalau bisa utk kolom penilaian makanan bisa foto makanan yg diterima customer supaya pembeli yg lain bisa tau kira makanan tu aslinya yg dikirim seperti apa krn sering bgt foto makanan bukan real foto dari tempat makan hanya foto ilustrasi,utk kolom penilaian makanan foto makanan yg diterima customer pembeli yg tau makanan tu aslinya yg dikirim krn bgt foto makanan real foto makan foto ilustrasi,utk kolom nilai makan foto makan yg terima customer beli yg tau makan tu asli yg kirim krn bgt foto makan real foto makan foto ilustrasi
338,3,Hari ini sejak pagi error' terus . Berawal dari permintaan update. Error'. Trus uninstal dan instal ulang. Masih error' lagi,negatif,hari ini sejak pagi error terus berawal dari permintaan update error trus uninstal dan instal ulang masih error lagi,pagi error permintaan update error trus uninstal instal ulang error,pagi error minta update error trus uninstal instal ulang error
339,1,"Makin kesini makin ribet, pemesanan pengiriman kebanyakan pilihan. Pas pilih hemat ternyata lama banget, niat batalkan ga bisa keterangan pesanan sudah dibuat. Padahal Saya chat restonya belum ada pesanan atas nama Saya. Tolonglah kalo mau naikin tarif ongkir ya naikin aja jangan kebanyakan pilihan pengiriman.",negatif,makin kesini makin ribet pemesanan pengiriman kebanyakan pilihan pas pilih hemat ternyata lama banget niat batalkan ga bisa keterangan pesanan sudah dibuat padahal saya chat restonya belum ada pesanan atas nama saya tolonglah kalo mau naikin tarif ongkir ya naikin aja jangan kebanyakan pilihan pengiriman,kesini ribet pemesanan pengiriman kebanyakan pilihan pas pilih hemat banget niat batalkan ga keterangan pesanan chat restonya pesanan nama tolonglah kalo naikin tarif ongkir ya naikin aja kebanyakan pilihan pengiriman,kesini ribet mesan kirim banyak pilih pas pilih hemat banget niat batal ga terang pesan chat restonya pesan nama tolong kalo naikin tarif ongkir ya naikin aja banyak pilih kirim
340,1,"kecewa dengan GRAB sekarang, diawal sudah jelas harga hemat ehhhhh tiba2 waktu di klik harganya malah naik, biasanya kalau ada kenaikan harga pasti ada peringatan dulu, tapi ini ga, mentang2 saya ga punya bukti Screenshot karena sudah biasa tanpa kendala dan kejanggalan tertentu, saya merasa dirugikan karena grab tidak kasih peringatan perubahan harga yang biasanya tampil otomatis 🤬🤬🤬🤬",negatif,kecewa dengan grab sekarang diawal sudah jelas harga hemat ehhhhh tiba waktu di klik harganya malah naik biasanya kalau ada kenaikan harga pasti ada peringatan dulu tapi ini ga mentang saya ga punya bukti screenshot karena sudah biasa tanpa kendala dan kejanggalan tertentu saya merasa dirugikan karena grab tidak kasih peringatan perubahan harga yang biasanya tampil otomatis,kecewa grab diawal harga hemat ehhhhh klik harganya kenaikan harga peringatan ga mentang ga bukti screenshot kendala kejanggalan dirugikan grab kasih peringatan perubahan harga tampil otomatis,kecewa grab awal harga hemat ehhhhh klik harga naik harga ingat ga mentang ga bukti screenshot kendala janggal rugi grab kasih ingat ubah harga tampil otomatis
341,1,"Selamat malam. Sebelumnya ijin memberikan bintang satu. Kebetulan baru saja ada kendala dalam membuka aplikasi Grab, soalnya ngebug dan tiba-tiba keluar + not responding. Sudah gitu, petanya tidak bisa digunakan karena tidak bisa menambah tujuan baru",negatif,selamat malam sebelumnya ijin memberikan bintang satu kebetulan baru saja ada kendala dalam membuka aplikasi grab soalnya ngebug dan tibatiba keluar not responding sudah gitu petanya tidak bisa digunakan karena tidak bisa menambah tujuan baru,selamat malam ijin bintang kendala membuka aplikasi grab ngebug tibatiba not responding gitu petanya menambah tujuan,selamat malam ijin bintang kendala buka aplikasi grab ngebug tibatiba not responding gitu peta tambah tuju
342,2,"Sebenarnya suka banget sama apknya, tapi yang PALING BIKIN KESEL, bisa ga motor drivernya itu yang sesuai sama di apk, ini di apk keterangan motor sama pas datengnya beda. Sering juga di marahin karna drivernya kelamaan nunggu padahal karna kita ga tau motornya beda sama yang dipake. PLEASE BANGET INI!!! Tolong di perhatikan ya!",negatif,sebenarnya suka banget sama apknya tapi yang paling bikin kesel bisa ga motor drivernya itu yang sesuai sama di apk ini di apk keterangan motor sama pas datengnya beda sering juga di marahin karna drivernya kelamaan nunggu padahal karna kita ga tau motornya beda sama yang dipake please banget ini tolong di perhatikan ya,suka banget apknya bikin kesel ga motor drivernya sesuai apk apk keterangan motor pas datengnya beda marahin karna drivernya nunggu karna ga tau motornya beda dipake please banget tolong perhatikan ya,suka banget apknya bikin kesel ga motor drivernya sesuai apk apk terang motor pas datengnya beda marahin karna drivernya nunggu karna ga tau motor beda dipake please banget tolong perhati ya
343,5,"Mantap kok untuk pelayanan nya, tetapi sering kali ada kesalahan untuk soal tarifnya.",positif,mantap kok untuk pelayanan nya tetapi sering kali ada kesalahan untuk soal tarifnya,mantap pelayanan nya kali kesalahan tarifnya,mantap layan nya kali salah tarif
344,1,"layanan CAR nya terlalu banyak pilih"" driver nya giliran di terima di suruh pindah pindah tempat yg aneh"" kita ini bayar engga gratis kok.malah di suruh""",negatif,layanan car nya terlalu banyak pilih driver nya giliran di terima di suruh pindah pindah tempat yg aneh kita ini bayar engga gratis kokmalah di suruh,layanan car nya pilih driver nya giliran terima suruh pindah pindah yg aneh bayar engga gratis kokmalah suruh,layan car nya pilih driver nya gilir terima suruh pindah pindah yg aneh bayar engga gratis kokmalah suruh
345,3,Mau log in jah susuah nya minta ampun tolong lah kasih opsi verifikasi ini aku mau login karena kartu SIM seblm nya hilang jadi susuah untuk verifikasi,negatif,mau log in jah susuah nya minta ampun tolong lah kasih opsi verifikasi ini aku mau login karena kartu sim seblm nya hilang jadi susuah untuk verifikasi,log in jah susuah nya ampun tolong kasih opsi verifikasi login kartu sim seblm nya hilang susuah verifikasi,log in jah susuah nya ampun tolong kasih opsi verifikasi login kartu sim seblm nya hilang susuah verifikasi
346,1,Pusat bantuan nya gk nyelesaiin masalah sama sekali. Dah berkali2 grab saya bermasalah cuma di tinjau doang tpi gk ada penyelesaian. Kecewa sekali dengan pelayanannya,negatif,pusat bantuan nya gk nyelesaiin masalah sama sekali dah berkali grab saya bermasalah cuma di tinjau doang tpi gk ada penyelesaian kecewa sekali dengan pelayanannya,pusat bantuan nya gk nyelesaiin dah berkali grab bermasalah tinjau doang tpi gk penyelesaian kecewa pelayanannya,pusat bantu nya gk nyelesaiin dah kali grab masalah tinjau doang tpi gk selesai kecewa layan
347,1,Parah akunku ada transaksi tidak dikenal. Hub call center ribet dan susah,negatif,parah akunku ada transaksi tidak dikenal hub call center ribet dan susah,parah akunku transaksi dikenal hub call center ribet susah,parah akun transaksi kenal hub call center ribet susah
348,1,aplikasi klo malem GAKJELAS ya orang pesanan udah siap tapi malah pilih mitra pengemudi yang jauh dari alamat saya belum lagi mengambil pesananya tidak searah,negatif,aplikasi klo malem gakjelas ya orang pesanan udah siap tapi malah pilih mitra pengemudi yang jauh dari alamat saya belum lagi mengambil pesananya tidak searah,aplikasi klo malem gakjelas ya orang pesanan udah pilih mitra pengemudi alamat mengambil pesananya searah,aplikasi klo malem gakjelas ya orang pesan udah pilih mitra kemudi alamat ambil sana arah
349,5,"Aplikasi pemesanan kendaraan terbaik ni, grabfood nya juga bagus setiap hari selalu ada voucher",positif,aplikasi pemesanan kendaraan terbaik ni grabfood nya juga bagus setiap hari selalu ada voucher,aplikasi pemesanan kendaraan terbaik ni grabfood nya bagus voucher,aplikasi mesan kendara baik ni grabfood nya bagus voucher
350,3,"Sering dpt driver fiktif,orderan diambil tp ga dtg²,ga bergerak dr titik.dichat ga respon,bikin org telat msk kerja.hrs qt yg cancel krn dy ngegantungin orderan.tlg ditindak driver yg bgtu,merugikan pengguna.",negatif,sering dpt driver fiktiforderan diambil tp ga dtgga bergerak dr titikdichat ga responbikin org telat msk kerjahrs qt yg cancel krn dy ngegantungin orderantlg ditindak driver yg bgtumerugikan pengguna,dpt driver fiktiforderan diambil tp ga dtgga bergerak dr titikdichat ga responbikin org telat msk kerjahrs qt yg cancel krn dy ngegantungin orderantlg ditindak driver yg bgtumerugikan pengguna,dpt driver fiktiforderan ambil tp ga dtgga gerak dr titikdichat ga responbikin org telat msk kerjahrs qt yg cancel krn dy ngegantungin orderantlg tindak driver yg bgtumerugikan guna
351,3,"Aplikasi grab""eror terus""?padahal sudah berulang kali""uninstal,tetap terhenti terus tidak menanggapi""kenapa ya??",negatif,aplikasi graberor teruspadahal sudah berulang kaliuninstaltetap terhenti terus tidak menanggapikenapa ya,aplikasi graberor teruspadahal berulang kaliuninstaltetap terhenti menanggapikenapa ya,aplikasi graberor teruspadahal ulang kaliuninstaltetap henti menanggapikenapa ya
352,3,"fitur chat dengan merchant di grab food sering bermasalah. Saat merchant udah memulai chat, tampilannya sering nge-blank.",negatif,fitur chat dengan merchant di grab food sering bermasalah saat merchant udah memulai chat tampilannya sering ngeblank,fitur chat merchant grab food bermasalah merchant udah chat tampilannya ngeblank,fitur chat merchant grab food masalah merchant udah chat tampil ngeblank
353,5,makasih untuk semua pelayananya dan promo2 yang selalu the best👍🏻😍😇 selalu adain promo2 yang menarik pelanggan yaa😉,positif,makasih untuk semua pelayananya dan promo yang selalu the best selalu adain promo yang menarik pelanggan yaa,makasih pelayananya promo the best adain promo menarik pelanggan yaa,makasih pelayananya promo the best adain promo tarik langgan yaa
354,2,Mohon lah pak segera merespon masalah yang saya kirim lewat gmail. Susah sekarang menemukan orang yang jujur. Nomor wa yang melakukan pengantaran pun tidak ada. Mau menghubungi pun susah. Mohon di tingkatkan aplikasinya menggunaka wa,negatif,mohon lah pak segera merespon masalah yang saya kirim lewat gmail susah sekarang menemukan orang yang jujur nomor wa yang melakukan pengantaran pun tidak ada mau menghubungi pun susah mohon di tingkatkan aplikasinya menggunaka wa,mohon merespon kirim gmail susah menemukan orang jujur nomor wa pengantaran menghubungi susah mohon tingkatkan aplikasinya menggunaka wa,mohon merespon kirim gmail susah temu orang jujur nomor wa antar hubung susah mohon tingkat aplikasi menggunaka wa
355,1,"Baru juga nyoba udah lemot pdahal kuota masih 7gb penyimpanan juga masih longgar, sinyal full",negatif,baru juga nyoba udah lemot pdahal kuota masih gb penyimpanan juga masih longgar sinyal full,nyoba udah lemot pdahal kuota gb penyimpanan longgar sinyal full,nyoba udah lot pdahal kuota gb simpan longgar sinyal full
356,1,"Order sameday, driver dtg.. blm sampe rumah utk pick up barang, eh di cancel. Order lg, alasannya motor ganti oli, suruh tunggu. Masa iya ganti oli lebih 30 menit. Ujung-ujungnya cancel. Pola ini berulang untuk DRIVER SAMEDAY. Menyusahkan saya sbg UMKM dan merugikan pelanggan saya.",negatif,order sameday driver dtg blm sampe rumah utk pick up barang eh di cancel order lg alasannya motor ganti oli suruh tunggu masa iya ganti oli lebih menit ujungujungnya cancel pola ini berulang untuk driver sameday menyusahkan saya sbg umkm dan merugikan pelanggan saya,order sameday driver dtg blm sampe rumah utk pick up barang eh cancel order lg alasannya motor ganti oli suruh tunggu iya ganti oli menit ujungujungnya cancel pola berulang driver sameday menyusahkan sbg umkm merugikan pelanggan,order sameday driver dtg blm sampe rumah utk pick up barang eh cancel order lg alas motor ganti oli suruh tunggu iya ganti oli menit ujungujungnya cancel pola ulang driver sameday susah sbg umkm rugi langgan
357,5,"Pengemudi baik dan sopan, cara mengemudi tenang, mobil bersih dan perjalanan aman",positif,pengemudi baik dan sopan cara mengemudi tenang mobil bersih dan perjalanan aman,pengemudi sopan mengemudi tenang mobil bersih perjalanan aman,kemudi sopan kemudi tenang mobil bersih jalan aman
358,4,"pada versi terbaru Saldo OVO malah tidak terlihat di beranda, harus masuk ke Menu Pembayaran",positif,pada versi terbaru saldo ovo malah tidak terlihat di beranda harus masuk ke menu pembayaran,versi terbaru saldo ovo beranda masuk menu pembayaran,versi baru saldo ovo beranda masuk menu bayar
359,5,Alhamdulillah tukang grabby ramah . sudah nyampe dengan tepat waktu . gampang tanpa kontak tiba2 nyampe depan rumah,positif,alhamdulillah tukang grabby ramah sudah nyampe dengan tepat waktu gampang tanpa kontak tiba nyampe depan rumah,alhamdulillah tukang grabby ramah nyampe gampang kontak nyampe rumah,alhamdulillah tukang grabby ramah nyampe gampang kontak nyampe rumah
360,5,Balik ke Grab. Banyak bug di Grab udah diperbaiki. Si Go*** malah yang sekarang banyak bug.,positif,balik ke grab banyak bug di grab udah diperbaiki si go malah yang sekarang banyak bug,grab bug grab udah diperbaiki si go bug,grab bug grab udah baik si go bug
361,4,Masalah di titik penjemputan.. dan penjemputan terdekat...sungguh sangat merepotkan..,positif,masalah di titik penjemputan dan penjemputan terdekatsungguh sangat merepotkan,titik penjemputan penjemputan terdekatsungguh merepotkan,titik jemput jemput terdekatsungguh repot
362,5,Semenjak di upgrate jadi lambat!!!! Malah jadi ga bisa masuk aplikasi..... Tolong di perbaiki lagi donk....,positif,semenjak di upgrate jadi lambat malah jadi ga bisa masuk aplikasi tolong di perbaiki lagi donk,semenjak upgrate lambat ga masuk aplikasi tolong perbaiki donk,semenjak upgrate lambat ga masuk aplikasi tolong baik donk
363,1,"aneh, saya pesan grap express kirim 1 buku, total 19.000 pake voucher dari grab nya jadi cuman 1.000, tapi di driver malah 14.300?? gimana ya grab???",negatif,aneh saya pesan grap express kirim buku total pake voucher dari grab nya jadi cuman tapi di driver malah gimana ya grab,aneh pesan grap express kirim buku total pake voucher grab nya cuman driver gimana ya grab,aneh pesan grap express kirim buku total pake voucher grab nya cuman driver gimana ya grab
364,5,Banyakin promo nya grab untuk biaya layanannya udah bagus dan terjangkau banyak pilihan nya,positif,banyakin promo nya grab untuk biaya layanannya udah bagus dan terjangkau banyak pilihan nya,banyakin promo nya grab biaya layanannya udah bagus terjangkau pilihan nya,banyakin promo nya grab biaya layan udah bagus jangkau pilih nya
365,1,"Aplikasi gak jelas bgt, baru download kok akun ditangguhkan, dicoba berulang"" tetep aja gitu",negatif,aplikasi gak jelas bgt baru download kok akun ditangguhkan dicoba berulang tetep aja gitu,aplikasi gak bgt download akun ditangguhkan dicoba berulang tetep aja gitu,aplikasi gak bgt download akun tangguh coba ulang tetep aja gitu
366,1,"Udah ga ada lagi diskon, mana lama lagi nunggu pesanan makanan, mahal ongkirnya lagi",negatif,udah ga ada lagi diskon mana lama lagi nunggu pesanan makanan mahal ongkirnya lagi,udah ga diskon nunggu pesanan makanan mahal ongkirnya,udah ga diskon nunggu pesan makan mahal ongkirnya
367,1,Lagi mau kontrol dan penting banget tapi pengemudi susah sekali dapat nya,negatif,lagi mau kontrol dan penting banget tapi pengemudi susah sekali dapat nya,kontrol banget pengemudi susah nya,kontrol banget kemudi susah nya
368,5,"sangat membantu sekali dengan adanya grab bike, perjalanan saya jadi cepat & tepat waktu",positif,sangat membantu sekali dengan adanya grab bike perjalanan saya jadi cepat tepat waktu,membantu grab bike perjalanan cepat,bantu grab bike jalan cepat
369,5,Kalau boleh ? tambah metode pembayaran pakai TNG eWallet. Di tunggu updatenya berikutnya 👍,positif,kalau boleh tambah metode pembayaran pakai tng ewallet di tunggu updatenya berikutnya,metode pembayaran pakai tng ewallet tunggu updatenya,metode bayar pakai tng ewallet tunggu updatenya
370,4,"Aplikasinya bagus, banyak promo tapi titik alamat nya kurang tepat ga sesuai",positif,aplikasinya bagus banyak promo tapi titik alamat nya kurang tepat ga sesuai,aplikasinya bagus promo titik alamat nya ga sesuai,aplikasi bagus promo titik alamat nya ga sesuai
371,5,"driver fast respon. mobil bagus, bersih dan yang paling penting tidak bau rokok. keseluruhan ok.",positif,driver fast respon mobil bagus bersih dan yang paling penting tidak bau rokok keseluruhan ok,driver fast respon mobil bagus bersih bau rokok ok,driver fast respon mobil bagus bersih bau rokok ok
372,2,"Kenapa sesusah itu ya nyari driver nya? Ga kayak yg di sebelah cepat drivernya pun nyampe nya cepat, ini lama banget astaga 20menit nunggu ga Nyampe2 nya akhirnya driver nyuruh cancel aja🥲 padahal ongkos nya murah",negatif,kenapa sesusah itu ya nyari driver nya ga kayak yg di sebelah cepat drivernya pun nyampe nya cepat ini lama banget astaga menit nunggu ga nyampe nya akhirnya driver nyuruh cancel aja padahal ongkos nya murah,sesusah ya nyari driver nya ga kayak yg sebelah cepat drivernya nyampe nya cepat banget astaga menit nunggu ga nyampe nya driver nyuruh cancel aja ongkos nya murah,susah ya nyari driver nya ga kayak yg belah cepat drivernya nyampe nya cepat banget astaga menit nunggu ga nyampe nya driver nyuruh cancel aja ongkos nya murah
373,2,"Grabgift off food gak guna, vouchernya sekarang gak bisa digabung dengan voucher selain ongkir jatuhnya malah lebih mahal kalo pake grabgift",negatif,grabgift off food gak guna vouchernya sekarang gak bisa digabung dengan voucher selain ongkir jatuhnya malah lebih mahal kalo pake grabgift,grabgift off food gak vouchernya gak digabung voucher ongkir jatuhnya mahal kalo pake grabgift,grabgift off food gak vouchernya gak gabung voucher ongkir jatuh mahal kalo pake grabgift
374,1,Apk sampah. Driver2nya sombong gk mw batalin klo gk bisa. Biar customer batalin trus biaya nanti naik lebih mahal lg. Tolong d urus driver2 begitu.. trlalu sombong driver skrng. Banyak yang tolak pickup..,negatif,apk sampah drivernya sombong gk mw batalin klo gk bisa biar customer batalin trus biaya nanti naik lebih mahal lg tolong d urus driver begitu trlalu sombong driver skrng banyak yang tolak pickup,apk sampah drivernya sombong gk mw batalin klo gk biar customer batalin trus biaya mahal lg tolong d urus driver trlalu sombong driver skrng tolak pickup,apk sampah drivernya sombong gk mw batalin klo gk biar customer batalin trus biaya mahal lg tolong d urus driver trlalu sombong driver skrng tolak pickup
375,5,"sangat membantu,dan untuk harga sangat terjangkau.. terimakasih...",positif,sangat membantudan untuk harga sangat terjangkau terimakasih,membantudan harga terjangkau terimakasih,membantudan harga jangkau terimakasih
376,4,Awal2 nya murah . Tapi ngk lama kemudian tiba2 harganya naik 2X lipat 😩,positif,awal nya murah tapi ngk lama kemudian tiba harganya naik x lipat,nya murah ngk harganya x lipat,nya murah ngk harga x lipat
377,1,"orang lagi laper² nya malah pesanan gagal, saldo ngurang lagi, saldo udh 3 jam ga di balikin, laper tolollll",negatif,orang lagi laper nya malah pesanan gagal saldo ngurang lagi saldo udh jam ga di balikin laper tolollll,orang laper nya pesanan gagal saldo ngurang saldo udh jam ga balikin laper tolollll,orang laper nya pesan gagal saldo ngurang saldo udh jam ga balikin laper tolollll
378,4,Diskon di aplikasi lumayan banyak Tapi sangat di sayangkan bagi pengemudi sering minta cancel dengan alasan yang tidak di jelaskan padahal sudah menunggu lama,positif,diskon di aplikasi lumayan banyak tapi sangat di sayangkan bagi pengemudi sering minta cancel dengan alasan yang tidak di jelaskan padahal sudah menunggu lama,diskon aplikasi lumayan sayangkan pengemudi cancel alasan menunggu,diskon aplikasi lumayan sayang kemudi cancel alas tunggu
379,1,Aplikasinya sinyal bagus pake waifu tapi di bilang jelek terus enggak bisa order mobil grab,negatif,aplikasinya sinyal bagus pake waifu tapi di bilang jelek terus enggak bisa order mobil grab,aplikasinya sinyal bagus pake waifu bilang jelek order mobil grab,aplikasi sinyal bagus pake waifu bilang jelek order mobil grab
380,2,"dulu grab sesuai tarif yg tertera, tapi skrg ada biaya lebih g sesuai dgn tarif alasan krn pengemudi pulangnya kosong tidak membawa penumpanag.",negatif,dulu grab sesuai tarif yg tertera tapi skrg ada biaya lebih g sesuai dgn tarif alasan krn pengemudi pulangnya kosong tidak membawa penumpanag,grab sesuai tarif yg tertera skrg biaya g sesuai dgn tarif alasan krn pengemudi pulangnya kosong membawa penumpanag,grab sesuai tarif yg tera skrg biaya g sesuai dgn tarif alas krn kemudi pulang kosong bawa penumpanag
381,1,Driver2 bandara banyak yg sengaja ga menjemput setelah pick up pada saat menuju peak hour.. Yg awalnya saya dapat price 141k setelah dibatalkan naik jd 174k...kedepannya bakal gia kerjain ini driver2 bandara yg kek gini,negatif,driver bandara banyak yg sengaja ga menjemput setelah pick up pada saat menuju peak hour yg awalnya saya dapat price k setelah dibatalkan naik jd kkedepannya bakal gia kerjain ini driver bandara yg kek gini,driver bandara yg sengaja ga menjemput pick up peak hour yg price k dibatalkan jd kkedepannya gia kerjain driver bandara yg kek gini,driver bandara yg sengaja ga jemput pick up peak hour yg price k batal jd kkedepannya gia kerjain driver bandara yg kek gin
382,1,"Tolong keamanan nya di perketat untuk aplikasi pemesanan, saya sebagai driver udah 2x kena order fiktif dan kena tipu.",negatif,tolong keamanan nya di perketat untuk aplikasi pemesanan saya sebagai driver udah x kena order fiktif dan kena tipu,tolong keamanan nya perketat aplikasi pemesanan driver udah x kena order fiktif kena tipu,tolong aman nya ketat aplikasi mesan driver udah x kena order fiktif kena tipu
383,2,Mau log in aja susah sekali sih ga kaya aplikasi Go-Jek lebih mudah dan ga ribet kaya aplikasi ini,negatif,mau log in aja susah sekali sih ga kaya aplikasi gojek lebih mudah dan ga ribet kaya aplikasi ini,log in aja susah sih ga kaya aplikasi gojek mudah ga ribet kaya aplikasi,log in aja susah sih ga kaya aplikasi gojek mudah ga ribet kaya aplikasi
384,4,"overall ok. Untuk top up OVO lebih dipermudah stepnya, karena lumayan ribet",positif,overall ok untuk top up ovo lebih dipermudah stepnya karena lumayan ribet,overall ok top up ovo dipermudah stepnya lumayan ribet,overall ok top up ovo mudah step lumayan ribet
385,5,Aplikasinya bagus tidak ada kendala sama sekali pesan sembentar saja suda sampai gudjob deh,positif,aplikasinya bagus tidak ada kendala sama sekali pesan sembentar saja suda sampai gudjob deh,aplikasinya bagus kendala pesan sembentar suda gudjob deh,aplikasi bagus kendala pesan sembentar suda gudjob deh
386,5,"Ini kenapa habis update, saldo gak ada dimenu depan, ribet jadinya mau liat saldo kita",positif,ini kenapa habis update saldo gak ada dimenu depan ribet jadinya mau liat saldo kita,habis update saldo gak dimenu ribet liat saldo,habis update saldo gak menu ribet liat saldo
